WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version
568,Second Nien Revolt  of 1860-1868,6,5,710,China,-8,Nien Society,0,10,25,1860,8,16,1868,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2812,93.73,-8,Niens,1,-8,-9,-9,75000,1000000,-9,-8,80000,5.1
570,Miao Rebellion phase 2 of 1860-1872,6,5,710,China,-8,Miao,0,10,25,1860,11,-9,1872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4341,144.7,1538,Miao,1,-8,-9,-9,100000,1000000,-9,-8,300000,5.1
571,Panthay Rebellion phase 2 of 1860-1874,6,5,710,China,-8,Hui Rebels,0,10,25,1860,5,4,1874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4870,162.33,1541,Hui Rebels,1,-8,-9,-9,75000,1000000,-9,-8,315000,5.1
572,U.S. Civil War of 1861-1865,1,5,2,United States of America,-8,Confederate States of America,0,4,12,1861,5,11,1865,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1470,49,-8,Confederate States of America,1,-8,360000,258000,618000,1063000,-9,-8,463891,5.1
573,Third Buenos Aires War of 1861-1862,2,4,160,Argentina,-8,Buenos Aires,0,8,20,1861,3,21,1862,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,212,7.07,-8,Buenos Aires,2,-8,-9,-9,1000,5000,22000,-8,19500,5.1
575,Third Turco-Montenegrin War of 1861-1862,3,5,640,Ottoman Empire,-8,Montenegro and Hercegovina,0,9,16,1861,8,31,1862,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,346,11.53,-8,Ottoman Empire,3,-8,5000,2000,7000,160000,50000,-8,20000,5.1
576,Tungan Rebellion of 1862-1873,6,5,710,China,-8,Shaanxi and Gansu Muslims,0,6,9,1862,12,12,1873,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4144,138.13,-8,Shaanxi and Gansu Muslims,1,-8,-9,-9,200000,1000000,120000,-8,200000,5.1
577,Minnesota-Sioux- War of 1862,1,6,-8,Minnesota,-8,Santee Sioux,0,8,17,1862,9,29,1862,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,43,1.43,-8,Santee Sioux,1,-8,608,513,1121,-8,7000,-8,4000,5.1
578,Bolivan Perez Rebellion of 1862,2,4,145,Bolivia,-8,Perez-led Rebels,0,9,3,1862,10,16,1862,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,44,1.47,-8,Perez-led Rebels,1,-8,-9,-9,1500,2000,900,-8,1100,5.1
579,Second Polish War of 1863-1864,3,5,365,Russia,-8,Polish nationalists,0,1,22,1863,4,19,1864,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,448,14.93,-8,Polish nationalists,1,-8,5000,6500,11500,1135000,80000,-8,10000,5.1
580,Second Argentina War of 1863,2,4,160,Argentina,-8,Monteneros,0,3,31,1863,11,12,1863,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,223,7.43,-8,Montoneros,1,-8,-9,-9,2500,12000,-9,-8,4000,5.1
580.5,Bandit War of 1863,3,5,325,Italy,-8,Sicilian Bandits,0,5,-9,1863,12,31,1863,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,227,7.57,-8,Italy,7,-8,2413,6587,9000,275000,120000,-8,80702,5.1
581,Sahil Revolt of 1864-1865,5,5,616,Tunisia,-8,Ghadam-led Rebels,0,3,-9,1864,2,-9,1865,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,331,11.03,-8,Ghadam-led Rebels,1,-8,-9,-9,2000,20000,5000,-8,94000,5.1
582,Xinjiang Muslim Revolt of 1864-1866,6,5,710,China,-8,Xinjiang Muslims,0,6,4,1864,4,11,1866,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,668,22.27,-8,Xinjiang Muslims,2,-8,-9,-9,10000,1000000,12000,-8,75000,5.1
582.3,Kanto Insurrection of 1864-1865,6,4,740,Japan,-8,Mito Rebels,0,7,10,1864,1,23,1865,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,194,6.47,-8,Mito Rebels,1,-8,1000,1300,2300,13000,12000,-8,2000,5.1
582.5,Constitutionalist Rebellion of 1865-1866,2,4,145,Bolivia,-8,Constitutionalists,0,1,24,1865,1,24,1866,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,-8,Constitutionalists,1,-8,-9,-9,1720,2000,1613,-8,2000,5.1
583,First Cretan War of 1866-1868,3,5,640,Ottoman Empire,-8,Cretans,0,8,28,1866,12,30,1868,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,843,28.1,-8,Cretans,1,-8,-9,-9,30000,160000,45000,-8,51000,5.1
585,Yellow Cliff Revolt of 1866,6,5,710,China,-8,Zhang Jizhong-led Rebels,0,10,-9,1866,10,-9,1866,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,16,0.53,-8,Zhang Jizhong-led Rebels,1,-8,-9,-9,2000,1000000,12000,-8,2000,5.1
586,Third Argentina War of 1866-1867,2,4,160,Argentina,-8,Monteneros,0,11,9,1866,10,15,1867,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,337,11.23,-8,Montoneros,1,-8,-9,-9,2500,15000,-9,-8,7500,5.1
586.5,Kashgar-Khotan War of 1867,6,7,-8,Kashgar,-8,Khotanese,0,1,-9,1867,2,-9,1867,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,31,1.03,-8,Kashgar,1,-8,-9,-9,2000,-8,7000,-8,10000,5.1
587,Queretaro War of 1867,1,4,70,Mexico,-8,Liberals,0,2,6,1867,6,21,1867,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,136,4.53,40,Liberals,2,-8,1800,1000,2800,33000,18500,-8,100000,5.1
587.8,Venezualan Blue Revolution of 1867-1868,2,4,101,Venezuela,-8,Blue Coalition,0,12,24,1867,8,14,1868,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,231,7.7,-8,Blue Coalition,2,-8,-9,-9,1000,6000,-9,-8,4000,5.1
588,Meiji Restoration of 1868-1869,6,4,740,Japan,-8,Tokugawa Bafuku,0,1,27,1868,6,27,1869,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,511,17.03,-8,Japan,1,-8,3600,5400,9000,115000,3000,-8,23000,5.1
591,Spainish Liberals War of 1868,3,4,230,Spain,-8,Liberals,0,9,18,1868,9,29,1868,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,11,0.37,-8,Liberals,2,-8,800,800,1600,98000,10000,-8,20000,5.1
592,Guerre des Cacos of 1868-1869,1,4,41,Haiti,-8,Cacos,0,11,19,1868,12,18,1869,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,390,13,-8,Cacos,2,-8,-9,-9,1100,4000,3000,-8,-9,5.1
592.5,Venezuelan Yellow Revolution of 1869-1872,2,4,101,Venezuela,-8,Liberals,0,8,18,1869,5,10,1872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,982,32.73,-8,Liberals,2,-8,-9,-9,2500,5000,6500,-8,18000,5.1
592.7,First Kashgarian - Tungan War of 1870,6,7,-8,Kashgarians,-8,Urumchi Tungans,0,1,-9,1870,11,-9,1870,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,301,10.03,-8,Urumchi Tungans,1,-8,-9,-9,1000,-8,20000,-8,20000,5.1
593,First Entre Rios War of 1870-1871,2,5,160,Argentina,-8,Entre Rios,0,5,20,1870,3,13,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,294,9.8,-8,Argentina,1,8,200,1300,1500,15000,-9,-8,12000,5.1
595,Bolivia-Criollos War of 1870-1871,2,4,145,Bolivia,-8,Criollos,0,11,3,1870,1,19,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,77,2.57,-8,Crillos,2,-8,-9,-9,1500,2000,2800,-8,3471,5.1
596,Paris Commune War of 1871,3,4,220,France,-8,Paris Commune,0,3,18,1871,5,29,1871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,72,2.4,-8,Communards,1,-8,879,20500,21379,1000000,130000,-8,190000,5.1
596.7,Second Kashgarian - Tungan War of 1871-1872,6,7,-8,Kashgarians,-8,Urumchi Tungans,0,12,-9,1871,8,-9,1872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,241,8.03,-8,Urumchi Tungans,1,-8,-9,-9,1000,-8,40000,-8,20000,5.1
597,Third Carlist War of 1872-1876,3,4,230,Spain,-8,Carlists,0,4,21,1872,2,28,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1388,46.27,-8,Carlists,1,-8,7000,43000,50000,237500,150000,-8,100000,5.1
597.5,Second Entre Rios War of 1873,2,5,160,Argentina,-8,Entre Rios,0,5,9,1873,12,31,1873,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,233,7.77,-8,Argentina,1,-8,500,1500,2000,7000,-9,-8,9000,5.1
598,Catonalist Uprising of 1873-1874,3,5,230,Spain,-8,Cantons,0,7,19,1873,1,13,1874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,175,5.83,-8,Spain,1,-8,-9,-9,2000,111000,3000,-8,-9,5.1
600,Mitre Rebellion of 1874,2,4,160,Argentina,-8,Mitre-led Rebels,0,9,24,1874,12,7,1874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,74,2.47,-8,Mitre led Rebels,1,-8,-9,-9,1000,7000,-9,-8,14000,5.1
601,Bosnia and Bulgaria Revolt of 1875-1876,3,5,640,Ottoman Empire,-8,Bosnia-Herzegovina and Bulgaria,0,6,30,1875,6,29,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,360,12,-8,Bosnia-Herzegovina,4,373,10000,13000,23000,411000,30000,-8,18000,5.1
602,Diaz Revolt of 1876,1,4,70,Mexico,-8,Tuxtepecanos,0,1,15,1876,11,23,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,309,10.3,-8,Tuxtepecanos,2,-8,1900,1200,3100,22000,92500,-8,16000,5.1
603,Defeat of Xinjiang Muslims of 1876-1878,6,5,710,China,-8,Xinjiang Muslims,0,4,-9,1876,1,2,1878,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,618,20.6,-8,China,1,-8,-9,-9,4000,1000000,90000,-8,45000,5.1
605,Fourth Colombian War of 1876-1877,2,4,100,Colombia,-8,Conservatives,0,7,12,1876,4,6,1877,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,265,8.83,-8,Conservatives,1,-8,2430,2070,4500,3000,24000,-8,16000,5.1
606,Ecuador's Veintemilla Revolt of 1876,2,4,130,Ecuador,-8,Liberals,0,9,8,1876,12,26,1876,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,109,3.63,-8,Liberals,2,-8,-9,-9,1000,1000,-9,-8,-9,5.1
607,Satsuma Rebellion of 1877,6,4,740,Japan,-8,Satsumas,0,1,29,1877,9,24,1877,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,236,7.87,-8,Japan,1,-8,6399,7000,13399,65000,65000,-8,42000,5.1
608,Argentine Indians War of 1878-1879,2,5,160,Argentina,-8,Indians,0,12,6,1878,7,8,1879,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,213,7.1,-8,Argentina,1,-8,200,1500,1700,10000,6000,-8,4000,5.1
609,Revindication War of 1879,2,4,101,Venezuela,-8,Revindacadores,0,1,3,1879,2,13,1879,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,41,1.37,-8,Revindacadores,2,-8,-9,-9,2000,12000,3000,-8,10000,5.1
610,Fourth Buenos Aires War of 1880,2,5,160,Argentina,-8,Buenos Aires,0,6,12,1880,6,22,1880,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,11,0.37,-8,Buenos Aires,1,-8,550,825,1375,9000,-9,-8,15000,5.1
610.5,Mahdist Rebellion  phase 1 of 1881-1882,5,5,651,Egypt,-8,Mahdists,0,8,12,1881,9,14,1882,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,393,13.1,-8,Mahdists,4,384,3500,6500,10000,15000,18000,-8,30000,5.1
611,Haitian Civil War of 1883-1884,1,4,41,Haiti,-8,Liberals,0,3,27,1883,1,8,1884,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,282,9.4,-8,Liberals,1,-8,2400,400,2800,7000,6828,-8,400,5.1
612,Fifth Colombian War of 1884-1885,2,4,100,Colombia,-8,War Liberals,0,9,24,1884,8,26,1885,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,333,11.1,-8,War Liberals,1,-8,330,820,1150,3000,10000,-8,8000,5.1
613,Peru's National Problem of 1885,2,5,135,Peru,-8,Huarez Indians,0,3,2,1885,5,11,1885,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,70,2.33,-8,Huarez Indians,1,-8,200,2000,2200,5000,-9,-8,12000,5.1
616,First Yemeni Imamate  Rebellion of 1890-1892,5,5,640,Ottoman Empire,-8,Yemen,0,-9,-9,1890,9,-9,1892,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,811,27.03,-8,Yemen,1,-8,-9,-9,5000,247000,40000,-8,75000,5.1
616.5,Campos Mutiny of 1890,2,4,160,Argentina,-8,Campos-led Rebels,0,7,26,1890,7,29,1890,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,Campos-led Rebels,1,-8,-9,-9,1000,5000,3700,-8,3800,5.1
617,Chilean Congressist War of 1891,2,4,155,Chile,-8,Congressists,0,1,7,1891,8,29,1891,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,233,7.77,-8,Congressists,2,-8,-9,-9,5500,9000,45000,-8,10000,5.1
618,Zaili-Jinden Revolt of 1891,6,4,710,China,-8,Zailis and Jinden,0,11,11,1891,12,16,1891,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,36,1.2,-8,Jinden,1,-8,500,10000,10500,1000000,10000,-8,20000,5.1
619,Venezuela's Legalist Revolution of 1892 ,2,4,101,Venezuela,-8,Legalists,0,3,11,1892,10,6,1892,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,206,6.87,-8,Legalists,2,-8,-9,-9,4000,5000,-9,-8,10000,5.1
620,Brazil Federalists War of 1893-1894,2,4,140,Brazil,-8,Rio Grande do Sul,0,2,2,1893,8,31,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,570,19,-8,Rio Grande do Sul,1,-8,-9,-9,3000,40000,-9,-8,6000,5.1
621,Brazil Naval War of 1893-1894,2,4,140,Brazil,-8,Naval Royalists,0,9,6,1893,4,16,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,221,7.37,-8,Naval Royalists,1,-8,-9,-9,1000,40000,8000,-8,5000,5.1
623,Tonghak Rebellion phase 1 of 1894,6,5,710,China,-8,-8,1,6,8,1894,6,10,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,0.1,-8,-8,-8,-8,-9,-8,-8,1000000,1500,-8,-8,5.1
623,Tonghak Rebellion phase 1 of 1894,6,5,730,Korea,-8,Tonghak Society,1,3,23,1894,6,10,1894,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,78,2.6,-8,Tonghak,3,-8,500,500,1000,5000,10500,-8,25000,5.1
625,Third Peru War of 1894-1895,2,4,135,Peru,-8,National Coalition,0,10,24,1894,3,19,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,146,4.87,-8,National Coalition,2,-8,-9,-9,4000,6000,-9,-8,5000,5.1
626,Sixth Colombian War of 1895,2,4,100,Colombia,-8,War Liberals,0,1,22,1895,3,8,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,47,1.57,-8,War Liberals,1,-8,-9,-9,1125,12000,-9,-8,4000,5.1
627,Ecuador Liberals War of 1895,2,4,130,Ecuador,-8,Liberals,0,2,12,1895,9,22,1895,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,221,7.37,-8,Liberals,2,-8,-9,-9,1000,3000,2350,-8,15600,5.1
628,First Gansu Muslim War of 1895-1896,6,5,710,China,-8,Gansu Muslims,0,4,2,1895,4,-9,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,374,12.47,-8,Gansu Muslims,1,-8,-9,-9,10000,1000000,-8,8,10000,5.1
630,Druze Rebellion of 1895-1896,5,5,640,Ottoman Empire,-8,Druzes,0,10,15,1895,3,-9,1896,6,-9,1896,10,-9,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,272,9.07,-8,Ottoman Empire,1,-8,6000,4000,10000,261000,30000,-8,9500,5.1
630.2,Armenian Hunchak Uprising of 1895-1896,5,5,640,Ottoman Empire,-8,Hunchaks,0,10,24,1895,2,2,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,99,3.3,-8,Ottoman Empire,3,-8,4500,500,5000,261000,40000,-8,8000,5.1
631,Second Cretan War of 1896-1897,3,5,640,Ottoman Empire,-8,Cretans,0,3,10,1896,2,14,1897,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,335,11.17,-8,Cretans,4,76,-9,-9,1000,436000,25000,-8,2000,5.1
631.5,Ecuadorian Conservative Revolt of 1896,2,4,130,Ecuador,-8,Conservatives,0,6,1,1896,8,28,1896,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,88,2.93,-8,Conservatives,1,-8,-9,-9,1500,3000,-9,-8,-9,5.1
632,Canudos Revolt of 1896-1897,2,5,140,Brazil,-8,Conselhistas,0,10,1,1896,10,5,1897,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,365,12.17,-8,Brazil,1,-8,5000,10000,15000,36000,8526,-8,10000,5.1
632.3,Revolución de Queipa of 1898,2,4,101,Venezuela,-8,Hernandez-led Rebels,0,3,17,1898,7,14,1898,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,118,3.93,-8,Hernandez-led Rebels,1,-8,-9,-9,1800,20000,1500,-8,16000,5.1
632.6,Second Yemeni Imamate Rebellion of 1898-1899,5,5,640,Ottoman Empire,-8,Muhammad al-Mansur Loyalists,0,4,-9,1898,6,-9,1899,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,421,14.03,-8,Muhammad al-Mansur Loyalists,7,-8,6000,4000,10000,218000,-9,-8,40000,5.1
633,Fourth Venezuelan War of 1899,2,4,101,Venezuela,-8,Castro-led Rebels,0,5,24,1899,10,14,1899,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,141,4.7,-8,Castro-led Rebels,2,-8,-9,-9,3000,4000,5700,-8,10400,5.1
635,Second Yaqui War of 1899-1900,1,5,70,Mexico,-8,Yaqui,0,7,21,1899,1,18,1900,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,179,5.97,-8,Yaqui,1,-8,80,1100,1180,33000,1000,-8,3000,5.1
636,Colombian War of the Thousand Days of 1899-1902,2,4,-8,-8,101,Venezuela,1,10,17,1899,4,30,1900,8,-9,1901,9,13,1901,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,223,7.43,-8,-8,1,-8,-8,-9,-8,-8,-8,9000,1400,5.1
636,Colombian War of the Thousand Days of 1899-1902,2,4,-8,-8,130,Ecuador,1,3,27,1900,3,30,1900,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,-8,1,-8,-8,-9,-8,-8,-8,3000,1000,5.1
636,Colombian War of the Thousand Days of 1899-1902,2,4,100,Colombia,-8,War Liberals,1,10,17,1899,11,21,1902,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1115,37.17,-8,War Liberals,1,-8,47000,53000,100000,21000,-9,-8,8000,5.1
637,Quintana Roo War of 1899-1901,1,5,70,Mexico,-8,Mayan Cruzob,0,10,-9,1899,5,4,1901,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,560,18.67,-8,Mexico,1,-8,2000,-9,-9,33000,4000,-8,3000,5.1
638,Fifth Venezuelan War of 1901-1903,2,4,101,Venezuela,-8,Matos-led Rebels,0,12,19,1901,7,21,1903,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,573,19.1,-8,Matos-led Rebels,1,-8,-9,-9,12000,9000,-9,-8,16000,5.1
639,Third Yemeni Imamate Rebellion of 1902-1906,5,5,640,Ottoman Empire,-8,Zaidi Imamate,0,3,-9,1902,8,-9,1902,10,-9,1902,6,-9,1906,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1472,49.07,-8,Zaidi Imamate,6,-8,30000,15000,45000,610000,76000,-8,66000,5.1
640,Ilinden War of 1902-1903,3,5,640,Ottoman Empire,-8,IMRO,0,10,11,1902,11,-9,1903,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,395,13.17,-8,IMRO,1,-8,4500,1500,6000,266000,300000,-8,28800,5.1
641,First Uruguay War of 1904,2,4,165,Uruguay,-8,Blancos,0,1,1,1904,9,10,1904,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,250,8.33,-8,Blancos,1,-8,900,700,1600,30000,-9,-8,15000,5.1
641.5,Saudi Revolt of 1904 ,5,5,640,Ottoman Empire,-8,Ibn Saud-led Rebels,0,5,8,1904,9,27,1904,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,140,4.67,-8,Ottoman Empire,3,-8,1900,600,2500,239000,4000,-8,10500,5.1
643,Bloody Sunday War of 1905-1906,3,4,365,Russia,-8,Workers and Peasants,0,1,22,1905,1,1,1906,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,340,11.33,-8,Russia,1,-8,2300,3000,5300,2365000,-9,-8,25000,5.1
645,Romanian Peasant Revolt of 1907,3,4,360,Rumania,-8,Peasants,0,3,16,1907,4,30,1907,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,45,1.5,-8,Peasants,1,-8,-9,-9,5000,69000,140000,-8,8000,5.1
646,Hafiziyya Uprising of 1907-1908,5,4,220,France,-8,-8,1,9,11,1907,8,21,1908,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,341,11.37,-8,-8,-8,-8,200,-8,-8,619000,6000,-8,-8,5.1
646,Hafiziyya Uprising of 1907-1908,5,4,600,Morocco,-8,Mulai el-Hafid-led Forces,1,8,16,1907,8,21,1908,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,366,12.2,-8,Mulai el-Hafid-led Forces,2,-8,400,800,1400,6000,7000,-8,36000,5.1
647,Iranian Constitution War of 1908-1909,5,4,365,Russia,-8,-8,1,6,23,1909,7,17,1909,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,25,0.83,-8,-8,-8,-8,100,-8,-8,1434000,6300,-8,-8,5.1
647,Iranian Constitution War of 1908-1909,5,4,630,Iran,-8,Constitutionalists,1,6,23,1908,7,17,1909,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,385,12.83,-8,Iran,2,-8,-9,-9,1500,30000,30500,-8,11150,5.1
647.5,Asir-Yemen Revolt of 1909-1911,5,5,640,Ottoman Empire,-8,Asir and Yemen Rebels,0,2,18,1909,2,-9,1910,10,-9,1910,9,28,1911,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,702,23.4,-8,Ottoman Empire,6,-8,7000,3000,10000,336000,-9,-8,118000,5.1
